LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
FRA,HUR,TOT,PC_LF,M,1998-04,12,
FRA,HUR,TOT,PC_LF,M,1998-05,12.1,
FRA,HUR,TOT,PC_LF,M,1998-06,12.1,
FRA,HUR,TOT,PC_LF,M,1998-07,12.1,
FRA,HUR,TOT,PC_LF,M,1998-08,12.1,
FRA,HUR,TOT,PC_LF,M,1998-09,12.1,
FRA,HUR,TOT,PC_LF,M,1998-10,12,
FRA,HUR,TOT,PC_LF,M,1998-11,12,
FRA,HUR,TOT,PC_LF,M,1998-12,12,
FRA,HUR,TOT,PC_LF,M,1999-01,12,
FRA,HUR,TOT,PC_LF,M,1999-02,12,
FRA,HUR,TOT,PC_LF,M,1999-03,11.8,
FRA,HUR,TOT,PC_LF,M,1999-04,11.7,
FRA,HUR,TOT,PC_LF,M,1999-05,11.5,
FRA,HUR,TOT,PC_LF,M,1999-06,11.4,
FRA,HUR,TOT,PC_LF,M,1999-07,11.3,
FRA,HUR,TOT,PC_LF,M,1999-08,11.1,
FRA,HUR,TOT,PC_LF,M,1999-09,11,
FRA,HUR,TOT,PC_LF,M,1999-10,10.8,
FRA,HUR,TOT,PC_LF,M,1999-11,10.7,
FRA,HUR,TOT,PC_LF,M,1999-12,10.5,
FRA,HUR,TOT,PC_LF,M,2000-01,10.4,
FRA,HUR,TOT,PC_LF,M,2000-02,10.2,
FRA,HUR,TOT,PC_LF,M,2000-03,10.1,
FRA,HUR,TOT,PC_LF,M,2000-04,9.9,
FRA,HUR,TOT,PC_LF,M,2000-05,9.7,
FRA,HUR,TOT,PC_LF,M,2000-06,9.5,
FRA,HUR,TOT,PC_LF,M,2000-07,9.4,
FRA,HUR,TOT,PC_LF,M,2000-08,9.3,
FRA,HUR,TOT,PC_LF,M,2000-09,9.1,
FRA,HUR,TOT,PC_LF,M,2000-10,9,
FRA,HUR,TOT,PC_LF,M,2000-11,8.9,
FRA,HUR,TOT,PC_LF,M,2000-12,8.8,
FRA,HUR,TOT,PC_LF,M,2001-01,8.7,
FRA,HUR,TOT,PC_LF,M,2001-02,8.7,
FRA,HUR,TOT,PC_LF,M,2001-03,8.7,
FRA,HUR,TOT,PC_LF,M,2001-04,8.7,
FRA,HUR,TOT,PC_LF,M,2001-05,8.7,
FRA,HUR,TOT,PC_LF,M,2001-06,8.8,
FRA,HUR,TOT,PC_LF,M,2001-07,8.8,
FRA,HUR,TOT,PC_LF,M,2001-08,8.8,
FRA,HUR,TOT,PC_LF,M,2001-09,8.8,
FRA,HUR,TOT,PC_LF,M,2001-10,8.8,
FRA,HUR,TOT,PC_LF,M,2001-11,8.8,
FRA,HUR,TOT,PC_LF,M,2001-12,8.8,
FRA,HUR,TOT,PC_LF,M,2002-01,8.8,
FRA,HUR,TOT,PC_LF,M,2002-02,8.8,
FRA,HUR,TOT,PC_LF,M,2002-03,8.7,
FRA,HUR,TOT,PC_LF,M,2002-04,8.7,
FRA,HUR,TOT,PC_LF,M,2002-05,8.6,
FRA,HUR,TOT,PC_LF,M,2002-06,8.6,
FRA,HUR,TOT,PC_LF,M,2002-07,8.6,
FRA,HUR,TOT,PC_LF,M,2002-08,8.6,
FRA,HUR,TOT,PC_LF,M,2002-09,8.6,
FRA,HUR,TOT,PC_LF,M,2002-10,8.6,
FRA,HUR,TOT,PC_LF,M,2002-11,8.6,
FRA,HUR,TOT,PC_LF,M,2002-12,8.5,B
FRA,HUR,TOT,PC_LF,M,2003-01,8.2,
FRA,HUR,TOT,PC_LF,M,2003-02,8.3,
FRA,HUR,TOT,PC_LF,M,2003-03,8.4,
FRA,HUR,TOT,PC_LF,M,2003-04,8.5,
FRA,HUR,TOT,PC_LF,M,2003-05,8.5,
FRA,HUR,TOT,PC_LF,M,2003-06,8.5,
FRA,HUR,TOT,PC_LF,M,2003-07,8.5,
FRA,HUR,TOT,PC_LF,M,2003-08,8.3,
FRA,HUR,TOT,PC_LF,M,2003-09,8.5,
FRA,HUR,TOT,PC_LF,M,2003-10,8.7,
FRA,HUR,TOT,PC_LF,M,2003-11,8.8,
FRA,HUR,TOT,PC_LF,M,2003-12,9,
FRA,HUR,TOT,PC_LF,M,2004-01,8.9,
FRA,HUR,TOT,PC_LF,M,2004-02,8.9,
FRA,HUR,TOT,PC_LF,M,2004-03,8.9,
FRA,HUR,TOT,PC_LF,M,2004-04,8.8,
FRA,HUR,TOT,PC_LF,M,2004-05,8.8,
FRA,HUR,TOT,PC_LF,M,2004-06,8.8,
FRA,HUR,TOT,PC_LF,M,2004-07,8.8,
FRA,HUR,TOT,PC_LF,M,2004-08,8.9,
FRA,HUR,TOT,PC_LF,M,2004-09,8.9,
FRA,HUR,TOT,PC_LF,M,2004-10,8.9,
FRA,HUR,TOT,PC_LF,M,2004-11,9,
FRA,HUR,TOT,PC_LF,M,2004-12,8.9,
FRA,HUR,TOT,PC_LF,M,2005-01,8.7,
FRA,HUR,TOT,PC_LF,M,2005-02,8.6,
FRA,HUR,TOT,PC_LF,M,2005-03,8.6,
FRA,HUR,TOT,PC_LF,M,2005-04,8.7,
FRA,HUR,TOT,PC_LF,M,2005-05,8.8,
FRA,HUR,TOT,PC_LF,M,2005-06,8.9,
FRA,HUR,TOT,PC_LF,M,2005-07,8.9,
FRA,HUR,TOT,PC_LF,M,2005-08,9,
FRA,HUR,TOT,PC_LF,M,2005-09,9,
FRA,HUR,TOT,PC_LF,M,2005-10,9.1,
FRA,HUR,TOT,PC_LF,M,2005-11,9.1,
FRA,HUR,TOT,PC_LF,M,2005-12,9.1,
FRA,HUR,TOT,PC_LF,M,2006-01,9.2,
FRA,HUR,TOT,PC_LF,M,2006-02,9.2,
FRA,HUR,TOT,PC_LF,M,2006-03,9.1,
FRA,HUR,TOT,PC_LF,M,2006-04,9,
FRA,HUR,TOT,PC_LF,M,2006-05,8.9,
FRA,HUR,TOT,PC_LF,M,2006-06,8.9,
FRA,HUR,TOT,PC_LF,M,2006-07,9,
FRA,HUR,TOT,PC_LF,M,2006-08,9,
FRA,HUR,TOT,PC_LF,M,2006-09,8.8,
FRA,HUR,TOT,PC_LF,M,2006-10,8.5,
FRA,HUR,TOT,PC_LF,M,2006-11,8.3,
FRA,HUR,TOT,PC_LF,M,2006-12,8.3,
FRA,HUR,TOT,PC_LF,M,2007-01,8.5,
FRA,HUR,TOT,PC_LF,M,2007-02,8.5,
FRA,HUR,TOT,PC_LF,M,2007-03,8.4,
FRA,HUR,TOT,PC_LF,M,2007-04,8.2,
FRA,HUR,TOT,PC_LF,M,2007-05,8.1,
FRA,HUR,TOT,PC_LF,M,2007-06,8,
FRA,HUR,TOT,PC_LF,M,2007-07,8.1,
FRA,HUR,TOT,PC_LF,M,2007-08,8,
FRA,HUR,TOT,PC_LF,M,2007-09,7.9,
FRA,HUR,TOT,PC_LF,M,2007-10,7.7,
FRA,HUR,TOT,PC_LF,M,2007-11,7.5,
FRA,HUR,TOT,PC_LF,M,2007-12,7.3,
FRA,HUR,TOT,PC_LF,M,2008-01,7.2,
FRA,HUR,TOT,PC_LF,M,2008-02,7.1,
FRA,HUR,TOT,PC_LF,M,2008-03,7.1,
FRA,HUR,TOT,PC_LF,M,2008-04,7.2,
FRA,HUR,TOT,PC_LF,M,2008-05,7.3,
FRA,HUR,TOT,PC_LF,M,2008-06,7.4,
FRA,HUR,TOT,PC_LF,M,2008-07,7.5,
FRA,HUR,TOT,PC_LF,M,2008-08,7.5,
FRA,HUR,TOT,PC_LF,M,2008-09,7.6,
FRA,HUR,TOT,PC_LF,M,2008-10,7.6,
FRA,HUR,TOT,PC_LF,M,2008-11,7.8,
FRA,HUR,TOT,PC_LF,M,2008-12,8,
FRA,HUR,TOT,PC_LF,M,2009-01,8.2,
FRA,HUR,TOT,PC_LF,M,2009-02,8.6,
FRA,HUR,TOT,PC_LF,M,2009-03,8.9,
FRA,HUR,TOT,PC_LF,M,2009-04,9.1,
FRA,HUR,TOT,PC_LF,M,2009-05,9.2,
FRA,HUR,TOT,PC_LF,M,2009-06,9.2,
FRA,HUR,TOT,PC_LF,M,2009-07,9.1,
FRA,HUR,TOT,PC_LF,M,2009-08,9.2,
FRA,HUR,TOT,PC_LF,M,2009-09,9.3,
FRA,HUR,TOT,PC_LF,M,2009-10,9.5,
FRA,HUR,TOT,PC_LF,M,2009-11,9.6,
FRA,HUR,TOT,PC_LF,M,2009-12,9.5,
FRA,HUR,TOT,PC_LF,M,2010-01,9.5,
FRA,HUR,TOT,PC_LF,M,2010-02,9.4,
FRA,HUR,TOT,PC_LF,M,2010-03,9.3,
FRA,HUR,TOT,PC_LF,M,2010-04,9.3,
FRA,HUR,TOT,PC_LF,M,2010-05,9.3,
FRA,HUR,TOT,PC_LF,M,2010-06,9.2,
FRA,HUR,TOT,PC_LF,M,2010-07,9.2,
FRA,HUR,TOT,PC_LF,M,2010-08,9.2,
FRA,HUR,TOT,PC_LF,M,2010-09,9.2,
FRA,HUR,TOT,PC_LF,M,2010-10,9.2,
FRA,HUR,TOT,PC_LF,M,2010-11,9.2,
FRA,HUR,TOT,PC_LF,M,2010-12,9.2,
FRA,HUR,TOT,PC_LF,M,2011-01,9.2,
FRA,HUR,TOT,PC_LF,M,2011-02,9.2,
FRA,HUR,TOT,PC_LF,M,2011-03,9.1,
FRA,HUR,TOT,PC_LF,M,2011-04,9.1,
FRA,HUR,TOT,PC_LF,M,2011-05,9.1,
FRA,HUR,TOT,PC_LF,M,2011-06,9.1,
FRA,HUR,TOT,PC_LF,M,2011-07,9.2,
FRA,HUR,TOT,PC_LF,M,2011-08,9.2,
FRA,HUR,TOT,PC_LF,M,2011-09,9.2,
FRA,HUR,TOT,PC_LF,M,2011-10,9.3,
FRA,HUR,TOT,PC_LF,M,2011-11,9.4,
FRA,HUR,TOT,PC_LF,M,2011-12,9.4,
FRA,HUR,TOT,PC_LF,M,2012-01,9.5,
FRA,HUR,TOT,PC_LF,M,2012-02,9.5,
FRA,HUR,TOT,PC_LF,M,2012-03,9.5,
FRA,HUR,TOT,PC_LF,M,2012-04,9.6,
FRA,HUR,TOT,PC_LF,M,2012-05,9.7,
FRA,HUR,TOT,PC_LF,M,2012-06,9.7,
FRA,HUR,TOT,PC_LF,M,2012-07,9.7,
FRA,HUR,TOT,PC_LF,M,2012-08,9.7,
FRA,HUR,TOT,PC_LF,M,2012-09,9.8,
FRA,HUR,TOT,PC_LF,M,2012-10,10,
FRA,HUR,TOT,PC_LF,M,2012-11,10.2,
FRA,HUR,TOT,PC_LF,M,2012-12,10.3,
FRA,HUR,TOT,PC_LF,M,2013-01,10.4,
FRA,HUR,TOT,PC_LF,M,2013-02,10.4,
FRA,HUR,TOT,PC_LF,M,2013-03,10.4,
FRA,HUR,TOT,PC_LF,M,2013-04,10.5,
FRA,HUR,TOT,PC_LF,M,2013-05,10.4,
FRA,HUR,TOT,PC_LF,M,2013-06,10.4,
FRA,HUR,TOT,PC_LF,M,2013-07,10.3,
FRA,HUR,TOT,PC_LF,M,2013-08,10.1,
FRA,HUR,TOT,PC_LF,M,2013-09,10.2,
FRA,HUR,TOT,PC_LF,M,2013-10,10.1,
FRA,HUR,TOT,PC_LF,M,2013-11,10.2,
FRA,HUR,TOT,PC_LF,M,2013-12,10.2,
FRA,HUR,TOT,PC_LF,M,2014-01,10.2,
FRA,HUR,TOT,PC_LF,M,2014-02,10.2,
FRA,HUR,TOT,PC_LF,M,2014-03,10.2,
FRA,HUR,TOT,PC_LF,M,2014-04,10.1,
FRA,HUR,TOT,PC_LF,M,2014-05,10.1,
FRA,HUR,TOT,PC_LF,M,2014-06,10.2,
FRA,HUR,TOT,PC_LF,M,2014-07,10.2,
FRA,HUR,TOT,PC_LF,M,2014-08,10.2,
FRA,HUR,TOT,PC_LF,M,2014-09,10.3,
FRA,HUR,TOT,PC_LF,M,2014-10,10.4,
FRA,HUR,TOT,PC_LF,M,2014-11,10.5,
FRA,HUR,TOT,PC_LF,M,2014-12,10.5,
FRA,HUR,TOT,PC_LF,M,2015-01,10.4,
FRA,HUR,TOT,PC_LF,M,2015-02,10.3,
FRA,HUR,TOT,PC_LF,M,2015-03,10.4,
FRA,HUR,TOT,PC_LF,M,2015-04,10.4,
FRA,HUR,TOT,PC_LF,M,2015-05,10.5,
FRA,HUR,TOT,PC_LF,M,2015-06,10.4,
FRA,HUR,TOT,PC_LF,M,2015-07,10.3,
FRA,HUR,TOT,PC_LF,M,2015-08,10.3,
FRA,HUR,TOT,PC_LF,M,2015-09,10.3,
FRA,HUR,TOT,PC_LF,M,2015-10,10.3,
FRA,HUR,TOT,PC_LF,M,2015-11,10.3,
FRA,HUR,TOT,PC_LF,M,2015-12,10.2,
FRA,HUR,TOT,PC_LF,M,2016-01,10.3,
FRA,HUR,TOT,PC_LF,M,2016-02,10.4,
FRA,HUR,TOT,PC_LF,M,2016-03,10.2,
FRA,HUR,TOT,PC_LF,M,2016-04,10.1,
FRA,HUR,TOT,PC_LF,M,2016-05,10,
FRA,HUR,TOT,PC_LF,M,2016-06,9.9,
FRA,HUR,TOT,PC_LF,M,2016-07,9.8,
FRA,HUR,TOT,PC_LF,M,2016-08,9.9,
FRA,HUR,TOT,PC_LF,M,2016-09,9.9,
FRA,HUR,TOT,PC_LF,M,2016-10,10.1,
FRA,HUR,TOT,PC_LF,M,2016-11,10.1,
FRA,HUR,TOT,PC_LF,M,2016-12,10,
FRA,HUR,TOT,PC_LF,M,2017-01,9.7,
FRA,HUR,TOT,PC_LF,M,2017-02,9.6,
FRA,HUR,TOT,PC_LF,M,2017-03,9.6,
FRA,HUR,TOT,PC_LF,M,2017-04,9.5,
FRA,HUR,TOT,PC_LF,M,2017-05,9.5,
FRA,HUR,TOT,PC_LF,M,2017-06,9.5,
FRA,HUR,TOT,PC_LF,M,2017-07,9.6,
FRA,HUR,TOT,PC_LF,M,2017-08,9.5,
FRA,HUR,TOT,PC_LF,M,2017-09,9.3,
FRA,HUR,TOT,PC_LF,M,2017-10,9.1,
FRA,HUR,TOT,PC_LF,M,2017-11,9,
FRA,HUR,TOT,PC_LF,M,2017-12,9,
FRA,HUR,TOT,PC_LF,M,2018-01,9.2,
FRA,HUR,TOT,PC_LF,M,2018-02,9.3,
FRA,HUR,TOT,PC_LF,M,2018-03,9.3,
FRA,HUR,TOT,PC_LF,M,2018-04,9.2,
FRA,HUR,TOT,PC_LF,M,2018-05,9.1,
FRA,HUR,TOT,PC_LF,M,2018-06,9,
FRA,HUR,TOT,PC_LF,M,2018-07,9,
FRA,HUR,TOT,PC_LF,M,2018-08,8.9,
FRA,HUR,TOT,PC_LF,M,2018-09,8.8,
FRA,HUR,TOT,PC_LF,M,2018-10,8.8,
FRA,HUR,TOT,PC_LF,M,2018-11,8.8,
FRA,HUR,TOT,PC_LF,M,2018-12,8.8,
FRA,HUR,TOT,PC_LF,M,2019-01,8.8,
FRA,HUR,TOT,PC_LF,M,2019-02,8.7,
FRA,HUR,TOT,PC_LF,M,2019-03,8.7,
FRA,HUR,TOT,PC_LF,M,2019-04,8.5,
FRA,HUR,TOT,PC_LF,M,2019-05,8.5,
FRA,HUR,TOT,PC_LF,M,2019-06,8.5,
FRA,HUR,TOT,PC_LF,M,2019-07,8.4,
FRA,HUR,TOT,PC_LF,M,2019-08,8.3,
FRA,HUR,TOT,PC_LF,M,2019-09,8.2,
FRA,HUR,TOT,PC_LF,M,2019-10,8.2,
FRA,HUR,TOT,PC_LF,M,2019-11,8.2,
FRA,HUR,TOT,PC_LF,M,2019-12,8.2,
FRA,HUR,TOT,PC_LF,M,2020-01,8.2,
FRA,HUR,TOT,PC_LF,M,2020-02,7.8,
FRA,HUR,TOT,PC_LF,M,2020-03,7.6,
FRA,HUR,TOT,PC_LF,M,2020-04,7.6,
FRA,HUR,TOT,PC_LF,M,2020-05,7,
FRA,HUR,TOT,PC_LF,M,2020-06,7.4,
FRA,HUR,TOT,PC_LF,M,2020-07,8.6,
FRA,HUR,TOT,PC_LF,M,2020-08,9,
FRA,HUR,TOT,PC_LF,M,2020-09,8.9,
FRA,HUR,TOT,PC_LF,M,2020-10,8.3,
FRA,HUR,TOT,PC_LF,M,2020-11,8.1,
FRA,HUR,TOT,PC_LF,M,2020-12,7.9,
FRA,HUR,TOT,PC_LF,M,2021-01,8,
FRA,HUR,TOT,PC_LF,M,2021-02,8.2,
FRA,HUR,TOT,PC_LF,M,2021-03,8.2,
FRA,HUR,TOT,PC_LF,M,2021-04,8.2,
FRA,HUR,TOT,PC_LF,M,2021-05,8,
FRA,HUR,TOT,PC_LF,M,2021-06,7.9,
FRA,HUR,TOT,PC_LF,M,2021-07,7.9,
FRA,HUR,TOT,PC_LF,M,2021-08,7.8,
FRA,HUR,TOT,PC_LF,M,2021-09,7.7,
FRA,HUR,TOT,PC_LF,M,2021-10,7.5,
FRA,HUR,TOT,PC_LF,M,2021-11,7.4,
FRA,HUR,TOT,PC_LF,M,2021-12,7.4,
FRA,HUR,TOT,PC_LF,M,2022-01,7.3,
FRA,HUR,TOT,PC_LF,M,2022-02,7.3,
FRA,HUR,TOT,PC_LF,M,2022-03,7.4,
FRA,HUR,TOT,PC_LF,M,2022-04,7.5,
FRA,HUR,TOT,PC_LF,M,2022-05,7.5,
FRA,HUR,TOT,PC_LF,M,2022-06,7.5,
FRA,HUR,TOT,PC_LF,M,2022-07,7.3,
FRA,HUR,TOT,PC_LF,M,2022-08,7.2,
FRA,HUR,TOT,PC_LF,M,2022-09,7.1,
FRA,HUR,TOT,PC_LF,M,2022-10,7.2,
FRA,HUR,TOT,PC_LF,M,2022-11,7.2,
FRA,HUR,TOT,PC_LF,M,2022-12,7.2,
FRA,HUR,TOT,PC_LF,M,2023-01,7.1,
FRA,HUR,TOT,PC_LF,M,2023-02,7,
DEU,HUR,TOT,PC_LF,M,1991-05,5.3,
DEU,HUR,TOT,PC_LF,M,1991-06,5.4,
DEU,HUR,TOT,PC_LF,M,1991-07,5.5,
DEU,HUR,TOT,PC_LF,M,1991-08,5.6,
DEU,HUR,TOT,PC_LF,M,1991-09,5.7,
DEU,HUR,TOT,PC_LF,M,1991-10,5.8,
DEU,HUR,TOT,PC_LF,M,1991-11,5.9,
DEU,HUR,TOT,PC_LF,M,1991-12,6,
DEU,HUR,TOT,PC_LF,M,1992-01,6,
DEU,HUR,TOT,PC_LF,M,1992-02,6.1,
DEU,HUR,TOT,PC_LF,M,1992-03,6.2,
DEU,HUR,TOT,PC_LF,M,1992-04,6.3,
DEU,HUR,TOT,PC_LF,M,1992-05,6.4,
DEU,HUR,TOT,PC_LF,M,1992-06,6.5,
DEU,HUR,TOT,PC_LF,M,1992-07,6.6,
DEU,HUR,TOT,PC_LF,M,1992-08,6.8,
DEU,HUR,TOT,PC_LF,M,1992-09,6.9,
DEU,HUR,TOT,PC_LF,M,1992-10,7,
DEU,HUR,TOT,PC_LF,M,1992-11,7.1,
DEU,HUR,TOT,PC_LF,M,1992-12,7.2,
DEU,HUR,TOT,PC_LF,M,1993-01,7.3,
DEU,HUR,TOT,PC_LF,M,1993-02,7.4,
DEU,HUR,TOT,PC_LF,M,1993-03,7.5,
DEU,HUR,TOT,PC_LF,M,1993-04,7.5,
DEU,HUR,TOT,PC_LF,M,1993-05,7.6,
DEU,HUR,TOT,PC_LF,M,1993-06,7.7,
DEU,HUR,TOT,PC_LF,M,1993-07,7.8,
DEU,HUR,TOT,PC_LF,M,1993-08,7.9,
DEU,HUR,TOT,PC_LF,M,1993-09,8,
DEU,HUR,TOT,PC_LF,M,1993-10,8.1,
DEU,HUR,TOT,PC_LF,M,1993-11,8.2,
DEU,HUR,TOT,PC_LF,M,1993-12,8.3,
DEU,HUR,TOT,PC_LF,M,1994-01,8.4,
DEU,HUR,TOT,PC_LF,M,1994-02,8.5,
DEU,HUR,TOT,PC_LF,M,1994-03,8.5,
DEU,HUR,TOT,PC_LF,M,1994-04,8.6,
DEU,HUR,TOT,PC_LF,M,1994-05,8.5,
DEU,HUR,TOT,PC_LF,M,1994-06,8.5,
DEU,HUR,TOT,PC_LF,M,1994-07,8.5,
DEU,HUR,TOT,PC_LF,M,1994-08,8.4,
DEU,HUR,TOT,PC_LF,M,1994-09,8.4,
DEU,HUR,TOT,PC_LF,M,1994-10,8.3,
DEU,HUR,TOT,PC_LF,M,1994-11,8.3,
DEU,HUR,TOT,PC_LF,M,1994-12,8.2,
DEU,HUR,TOT,PC_LF,M,1995-01,8.2,
DEU,HUR,TOT,PC_LF,M,1995-02,8.1,
DEU,HUR,TOT,PC_LF,M,1995-03,8.1,
DEU,HUR,TOT,PC_LF,M,1995-04,8.1,
DEU,HUR,TOT,PC_LF,M,1995-05,8.1,
DEU,HUR,TOT,PC_LF,M,1995-06,8.1,
DEU,HUR,TOT,PC_LF,M,1995-07,8.2,
DEU,HUR,TOT,PC_LF,M,1995-08,8.3,
DEU,HUR,TOT,PC_LF,M,1995-09,8.3,
DEU,HUR,TOT,PC_LF,M,1995-10,8.4,
DEU,HUR,TOT,PC_LF,M,1995-11,8.4,
DEU,HUR,TOT,PC_LF,M,1995-12,8.5,
DEU,HUR,TOT,PC_LF,M,1996-01,8.5,
DEU,HUR,TOT,PC_LF,M,1996-02,8.6,
DEU,HUR,TOT,PC_LF,M,1996-03,8.6,
DEU,HUR,TOT,PC_LF,M,1996-04,8.7,
DEU,HUR,TOT,PC_LF,M,1996-05,8.8,
DEU,HUR,TOT,PC_LF,M,1996-06,8.8,
DEU,HUR,TOT,PC_LF,M,1996-07,8.9,
DEU,HUR,TOT,PC_LF,M,1996-08,9,
DEU,HUR,TOT,PC_LF,M,1996-09,9.1,
DEU,HUR,TOT,PC_LF,M,1996-10,9.2,
DEU,HUR,TOT,PC_LF,M,1996-11,9.3,
DEU,HUR,TOT,PC_LF,M,1996-12,9.4,
DEU,HUR,TOT,PC_LF,M,1997-01,9.5,
DEU,HUR,TOT,PC_LF,M,1997-02,9.5,
DEU,HUR,TOT,PC_LF,M,1997-03,9.6,
DEU,HUR,TOT,PC_LF,M,1997-04,9.7,
DEU,HUR,TOT,PC_LF,M,1997-05,9.7,
DEU,HUR,TOT,PC_LF,M,1997-06,9.7,
DEU,HUR,TOT,PC_LF,M,1997-07,9.7,
DEU,HUR,TOT,PC_LF,M,1997-08,9.7,
DEU,HUR,TOT,PC_LF,M,1997-09,9.7,
DEU,HUR,TOT,PC_LF,M,1997-10,9.7,
DEU,HUR,TOT,PC_LF,M,1997-11,9.7,
DEU,HUR,TOT,PC_LF,M,1997-12,9.7,
DEU,HUR,TOT,PC_LF,M,1998-01,9.7,
DEU,HUR,TOT,PC_LF,M,1998-02,9.7,
DEU,HUR,TOT,PC_LF,M,1998-03,9.6,
DEU,HUR,TOT,PC_LF,M,1998-04,9.6,
DEU,HUR,TOT,PC_LF,M,1998-05,9.5,
DEU,HUR,TOT,PC_LF,M,1998-06,9.4,
DEU,HUR,TOT,PC_LF,M,1998-07,9.4,
DEU,HUR,TOT,PC_LF,M,1998-08,9.3,
DEU,HUR,TOT,PC_LF,M,1998-09,9.2,
DEU,HUR,TOT,PC_LF,M,1998-10,9.1,
DEU,HUR,TOT,PC_LF,M,1998-11,9.1,
DEU,HUR,TOT,PC_LF,M,1998-12,9,
DEU,HUR,TOT,PC_LF,M,1999-01,8.9,
DEU,HUR,TOT,PC_LF,M,1999-02,8.8,
DEU,HUR,TOT,PC_LF,M,1999-03,8.8,
DEU,HUR,TOT,PC_LF,M,1999-04,8.7,
DEU,HUR,TOT,PC_LF,M,1999-05,8.6,
DEU,HUR,TOT,PC_LF,M,1999-06,8.6,
DEU,HUR,TOT,PC_LF,M,1999-07,8.5,
DEU,HUR,TOT,PC_LF,M,1999-08,8.5,
DEU,HUR,TOT,PC_LF,M,1999-09,8.4,
DEU,HUR,TOT,PC_LF,M,1999-10,8.4,
DEU,HUR,TOT,PC_LF,M,1999-11,8.3,
DEU,HUR,TOT,PC_LF,M,1999-12,8.2,
DEU,HUR,TOT,PC_LF,M,2000-01,8.2,
DEU,HUR,TOT,PC_LF,M,2000-02,8.1,
DEU,HUR,TOT,PC_LF,M,2000-03,8.1,
DEU,HUR,TOT,PC_LF,M,2000-04,8,
DEU,HUR,TOT,PC_LF,M,2000-05,8,
DEU,HUR,TOT,PC_LF,M,2000-06,8,
DEU,HUR,TOT,PC_LF,M,2000-07,7.9,
DEU,HUR,TOT,PC_LF,M,2000-08,7.9,
DEU,HUR,TOT,PC_LF,M,2000-09,7.9,
DEU,HUR,TOT,PC_LF,M,2000-10,7.8,
DEU,HUR,TOT,PC_LF,M,2000-11,7.8,
DEU,HUR,TOT,PC_LF,M,2000-12,7.7,
DEU,HUR,TOT,PC_LF,M,2001-01,7.7,
DEU,HUR,TOT,PC_LF,M,2001-02,7.7,
DEU,HUR,TOT,PC_LF,M,2001-03,7.6,
DEU,HUR,TOT,PC_LF,M,2001-04,7.6,
DEU,HUR,TOT,PC_LF,M,2001-05,7.7,
DEU,HUR,TOT,PC_LF,M,2001-06,7.7,
DEU,HUR,TOT,PC_LF,M,2001-07,7.8,
DEU,HUR,TOT,PC_LF,M,2001-08,7.8,
DEU,HUR,TOT,PC_LF,M,2001-09,7.9,
DEU,HUR,TOT,PC_LF,M,2001-10,8,
DEU,HUR,TOT,PC_LF,M,2001-11,8,
DEU,HUR,TOT,PC_LF,M,2001-12,8.1,
DEU,HUR,TOT,PC_LF,M,2002-01,8.1,
DEU,HUR,TOT,PC_LF,M,2002-02,8.2,
DEU,HUR,TOT,PC_LF,M,2002-03,8.2,
DEU,HUR,TOT,PC_LF,M,2002-04,8.3,
DEU,HUR,TOT,PC_LF,M,2002-05,8.4,
DEU,HUR,TOT,PC_LF,M,2002-06,8.5,
DEU,HUR,TOT,PC_LF,M,2002-07,8.6,
DEU,HUR,TOT,PC_LF,M,2002-08,8.7,
DEU,HUR,TOT,PC_LF,M,2002-09,8.9,
DEU,HUR,TOT,PC_LF,M,2002-10,9,
DEU,HUR,TOT,PC_LF,M,2002-11,9.1,
DEU,HUR,TOT,PC_LF,M,2002-12,9.2,
DEU,HUR,TOT,PC_LF,M,2003-01,9.4,
DEU,HUR,TOT,PC_LF,M,2003-02,9.5,
DEU,HUR,TOT,PC_LF,M,2003-03,9.6,
DEU,HUR,TOT,PC_LF,M,2003-04,9.7,
DEU,HUR,TOT,PC_LF,M,2003-05,9.7,
DEU,HUR,TOT,PC_LF,M,2003-06,9.8,
DEU,HUR,TOT,PC_LF,M,2003-07,9.8,
DEU,HUR,TOT,PC_LF,M,2003-08,9.8,
DEU,HUR,TOT,PC_LF,M,2003-09,9.8,
DEU,HUR,TOT,PC_LF,M,2003-10,9.8,
DEU,HUR,TOT,PC_LF,M,2003-11,9.8,
DEU,HUR,TOT,PC_LF,M,2003-12,9.8,
DEU,HUR,TOT,PC_LF,M,2004-01,9.8,
DEU,HUR,TOT,PC_LF,M,2004-02,10.1,
DEU,HUR,TOT,PC_LF,M,2004-03,10.3,
DEU,HUR,TOT,PC_LF,M,2004-04,10.3,
DEU,HUR,TOT,PC_LF,M,2004-05,10.3,
DEU,HUR,TOT,PC_LF,M,2004-06,10.3,
DEU,HUR,TOT,PC_LF,M,2004-07,10.3,
DEU,HUR,TOT,PC_LF,M,2004-08,10.4,
DEU,HUR,TOT,PC_LF,M,2004-09,10.4,
DEU,HUR,TOT,PC_LF,M,2004-10,10.5,
DEU,HUR,TOT,PC_LF,M,2004-11,10.6,
DEU,HUR,TOT,PC_LF,M,2004-12,10.7,
DEU,HUR,TOT,PC_LF,M,2005-01,10.7,
DEU,HUR,TOT,PC_LF,M,2005-02,10.9,
DEU,HUR,TOT,PC_LF,M,2005-03,10.9,
DEU,HUR,TOT,PC_LF,M,2005-04,11.2,
